# date time,time scale,cur mean,cur std,cur max,cur min,cur peak mean,cur peak std,cur peak count,cur peak width mean,cur peak width std,cur gap mean,cur gap std, vol mean,vol std,vol max,vol min,vol peak mean,vol peak std,vol peak count,vol peak width mean,vol peak width std,vol gap mean,vol gap std,score,label
3.566049,0,0.421355,0.276696,0.99824,0.00396,0.950726,0.062284,3,6.952234,0.425099,28.5,4.5,0.389895,0.313824,0.920375,0.016393,0.887588,0.024858,3,14.745817,1.927162,28,2,0.504348,4
3.60605,0.001841,0.48073,0.264369,1,0.223933,0.994427,0.00433,3,7.016177,0.037472,29.5,0.5,0.522014,0.273083,0.971897,0.070258,0.965652,0.005842,3,11.830688,3.704766,31,2,0.556522,4
3.64605,0.003683,0.567611,0.239787,0.992081,0.229212,0.989148,0.002991,3,7.01926,0.002654,28,1,0.39733,0.312835,1,0.032787,0.9758,0.018374,3,10.740358,0.43842,28,1,0.595652,4
3.686051,0.005524,0.578601,0.258418,0.99648,0.225693,0.992668,0.002903,3,7.039977,0.031871,30.5,1.5,0.440656,0.326905,0.997658,0.053864,0.964871,0.019406,3,9.675522,2.568844,31,0,0.465217,4
3.726051,0.007365,0.565913,0.243992,0.992961,0.223053,0.987095,0.005487,3,7.023864,0.040234,27.5,1.5,0.38733,0.293687,0.95082,0.046838,0.929742,0.018241,3,11.795685,0.175696,27,1,0.595652,4
3.766052,0.009207,0.572336,0.26751,0.99912,0.229212,0.994427,0.001097,3,6.954152,0.063534,28.5,0.5,0.473817,0.280444,0.929742,0.0726,0.921155,0.010531,3,11.446132,1.987606,29,1,0.569565,4
3.806052,0.011048,0.599806,0.25756,0.99824,0.225693,0.992374,0.004674,3,6.829499,0.291188,26.5,1.5,0.459719,0.292814,0.93911,0.070258,0.928962,0.00552,3,13.143934,0.527234,28.5,1.5,0.530435,4
3.846053,0.012889,0.531905,0.263932,0.991201,0.225693,0.989148,0.001808,3,7.026112,0.073877,28,1,0.448665,0.266523,0.932084,0.06089,0.918813,0.009813,3,13.237046,3.626181,29.5,0.5,0.517391,4
3.886054,0.014731,0.592151,0.258777,0.99648,0.225693,0.993181,0.002518,4,6.838657,0.269087,27,1.632993,0.459719,0.295512,0.957845,0.039813,0.926815,0.018093,4,9.42422,2.341544,27.333333,3.299832,0.413043,4
3.926054,0.016572,0.566238,0.246506,0.992961,0.227453,0.988268,0.003395,3,6.998418,0.01466,26,2,0.404145,0.276392,0.932084,0.06089,0.916471,0.011684,3,12.402895,0.094166,25.5,1.5,0.634783,4
