# date time,time scale,cur mean,cur std,cur max,cur min,cur peak mean,cur peak std,cur peak count,cur peak width mean,cur peak width std,cur gap mean,cur gap std, vol mean,vol std,vol max,vol min,vol peak mean,vol peak std,vol peak count,vol peak width mean,vol peak width std,vol gap mean,vol gap std,score,label
2.140026,0,0.480264,0.274274,0.840899,0,0.840899,0,1,42.701852,0,0,0,0.281915,0.238032,0.761229,0.030733,0.761229,0,1,36.616205,0,0,0,0.178261,4
2.180027,0.001382,0.431336,0.26446,0.994812,0.206226,0.987318,0.005346,3,6.807423,0.176029,30.5,2.5,0.451915,0.31041,0.966903,0.030733,0.944838,0.016073,3,17.305076,1.145787,29,2,0.478261,4
2.220027,0.002765,0.531543,0.272377,0.996541,0.239083,0.992506,0.004539,3,7.008771,0.063869,30,2,0.518913,0.271566,1,0.068558,0.968479,0.023029,3,10.269343,4.222557,30.5,2.5,0.426087,4
2.260027,0.004147,0.575893,0.238855,0.99827,0.238219,0.993371,0.006328,3,6.992076,0.041323,28,2,0.37565,0.307435,0.959811,0.044917,0.951143,0.006205,3,11.652802,0.677771,28.5,1.5,0.608696,4
2.300028,0.005529,0.590255,0.249968,1,0.241677,0.990056,0.005881,4,6.755673,0.297108,29,0.816497,0.437376,0.318634,0.985816,0.047281,0.962175,0.019206,4,9.818283,2.564872,29,1.414214,0.413043,4
2.340028,0.006912,0.568171,0.243154,0.991353,0.237354,0.9902,0.001078,3,6.957692,0.004955,26,1,0.408038,0.294331,0.976359,0.052009,0.965327,0.009715,3,11.791733,0.757504,26.5,3.5,0.595652,4
2.380029,0.008294,0.579559,0.262423,0.992218,0.239083,0.990056,0.002328,4,6.678906,0.64252,27,0.816497,0.482317,0.29736,0.983452,0.049645,0.95331,0.019735,4,10.410949,2.736785,26.666667,3.399346,0.465217,4
2.420029,0.009677,0.585577,0.249982,0.990488,0.242542,0.986453,0.001078,3,6.822747,0.243135,29,0,0.429598,0.287168,0.966903,0.049645,0.92435,0.032242,3,12.024658,2.155597,28.5,1.5,0.465217,4
2.46003,0.011059,0.57917,0.257674,0.991353,0.239083,0.987318,0.002853,3,7.012697,0.050498,26.5,1.5,0.448298,0.275187,0.957447,0.037825,0.91647,0.031204,3,12.902296,0.598519,26,2,0.569565,4
2.50003,0.012441,0.583718,0.259573,0.996541,0.238219,0.993731,0.004382,4,6.887179,0.250037,27.666667,1.247219,0.452246,0.295369,0.921986,0.033097,0.913712,0.00591,4,10.973703,2.579479,29.333333,0.471405,0.465217,4
2.540031,0.013824,0.591855,0.245757,0.992218,0.237354,0.986165,0.000706,3,7.061624,0.066761,28,4,0.406123,0.292758,0.919622,0.044917,0.910165,0.010214,3,12.462833,0.331608,27,4,0.517391,4
2.580031,0.015206,0.577562,0.254222,0.993947,0.238219,0.9902,0.003184,3,6.936333,0.012181,28.5,0.5,0.422931,0.276605,0.910166,0.037825,0.896769,0.009522,3,12.297225,1.474561,26,2,0.621739,4
2.620032,0.016588,0.574388,0.255686,0.986165,0.224384,0.975573,0.006276,4,6.715409,0.332169,28.333333,4.027682,0.454043,0.286387,0.898345,0.047281,0.887116,0.008421,4,11.361313,2.727424,27,2.160247,0.478261,4
2.660032,0.017971,0.575884,0.24873,0.964548,0.205361,0.960441,0.003738,4,6.581442,0.46934,25.666667,0.942809,0.435201,0.276235,0.867612,0.028369,0.857565,0.012098,4,11.310035,3.00829,26,1.632993,0.582609,4
2.700033,0.019353,0.521651,0.23969,0.950713,0.190661,0.950137,0.000408,3,6.922544,0.103282,27.5,0.5,0.386478,0.275031,0.877069,0.023641,0.862884,0.016828,3,12.290124,0.115489,26.5,2.5,0.66087,0
2.740033,0.020735,0.531725,0.246075,0.940337,0.187203,0.933996,0.004539,3,7.061268,0.034898,26.5,4.5,0.430615,0.282697,0.893617,0.021277,0.866036,0.007801,3,12.553213,2.448596,25,4,0.595652,4
2.780034,0.022118,0.494639,0.251974,0.93169,0.15348,0.923476,0.00588,4,7.057923,0.230518,27.333333,1.885618,0.444728,0.278502,0.865248,0.021277,0.846927,0.011384,4,12.339721,0.546356,27.666667,0.471405,0.647826,4
2.820034,0.0235,0.509044,0.237334,0.919585,0.157804,0.91137,0.007984,4,7.199233,0.139444,25.666667,0.942809,0.422955,0.282684,0.867612,0.021277,0.836879,0.020745,4,11.799186,0.670957,26,1.414214,0.752174,0
2.860035,0.024882,0.502706,0.231719,0.899697,0.163856,0.8984,0.000967,4,7.245338,0.126918,24.333333,2.054805,0.41357,0.289667,0.867612,0.016548,0.85461,0.011879,4,10.896128,2.51877,26.333333,2.357023,0.66087,0
2.900035,0.026265,0.477285,0.239567,0.894509,0.14224,0.890834,0.002549,4,7.34721,0.05983,26.5,0.5,0.406927,0.293308,0.886525,0.016548,0.858944,0.021349,3,13.194581,0.73006,26.5,2.5,0.791304,0
2.940036,0.027647,0.462482,0.230572,0.885862,0.143104,0.885286,0.000408,3,7.39055,0.022673,26,1,0.393475,0.282845,0.8487,0.018913,0.830575,0.010631,3,12.524887,0.127222,25.5,2.5,0.895652,0
2.980036,0.02903,0.446312,0.229435,0.886727,0.132728,0.882692,0.004014,3,7.306345,0.073405,31,3,0.404113,0.27469,0.839244,0.01182,0.824271,0.014993,3,12.216784,2.692763,31.5,4.5,0.765217,0
3.020037,0.030412,0.471837,0.232634,0.885862,0.15348,0.87808,0.006642,4,7.256612,0.047621,25.333333,0.942809,0.400236,0.293418,0.929078,0.018913,0.865248,0.041287,4,10.861455,2.271663,26.666667,3.399346,0.73913,0
3.060037,0.031794,0.441064,0.233997,0.880674,0.133593,0.879233,0.00147,3,7.349749,0.065097,26,2,0.36643,0.28672,0.843972,0.009456,0.827423,0.012658,3,13.530546,0.45431,28,3,0.856522,0
3.100038,0.033177,0.444029,0.230936,0.87981,0.143969,0.877216,0.002118,3,7.302699,0.038547,26,0,0.386998,0.28687,0.874705,0.01182,0.86052,0.016828,3,12.868875,0.392697,26,4,0.817391,0
3.140038,0.034559,0.447514,0.248231,0.886727,0.131863,0.87808,0.005434,4,7.348632,0.101309,28,2.160247,0.423759,0.284344,0.829787,0.016548,0.82565,0.003071,4,11.570627,2.336784,27.666667,2.624669,0.817391,0
3.180038,0.035941,0.388387,0.244384,0.885862,0.111976,0.876639,0.007107,3,7.420132,0.093742,28,3,0.384279,0.26942,0.87234,0.009456,0.84476,0.02319,3,12.22727,1.082066,28.5,6.5,0.647826,3
3.220039,0.037324,0.365179,0.240139,0.883268,0.113705,0.882404,0.000865,2,7.31597,0.145091,39,0,0.318463,0.282719,0.832151,0.01182,0.826241,0.003546,2,16.69676,0.74646,41,0,0.530435,3
3.26004,0.038706,0.417086,0.245669,0.886727,0.111111,0.87981,0.00533,3,7.328415,0.063231,30,3,0.390591,0.285228,0.881797,0.009456,0.861308,0.018548,3,10.685293,3.165158,29.5,4.5,0.517391,3
3.30004,0.040088,0.389581,0.2444,0.881539,0.105058,0.879521,0.001777,3,7.369292,0.14471,28,2,0.381962,0.269167,0.832151,0.016548,0.812057,0.013936,4,11.217075,3.985291,26.5,3.5,0.791304,0
3.34004,0.041471,0.399334,0.240503,0.883268,0.121487,0.880386,0.002479,3,7.408648,0.087027,31,4,0.362719,0.277518,0.858156,0.01182,0.835303,0.023029,3,13.854141,0.739365,33,2,0.7,0
3.380041,0.042853,0.401997,0.239839,0.885862,0.118029,0.880386,0.004594,3,7.408779,0.159073,33,4,0.367092,0.290473,0.886525,0.01182,0.853428,0.023482,3,14.594523,1.79612,32,4,0.543478,3
3.420042,0.044236,0.397501,0.239059,0.87808,0.118029,0.874622,0.002546,3,7.302569,0.301216,34.5,0.5,0.362459,0.285458,0.855792,0.009456,0.84476,0.013964,3,14.618057,1.871092,33.5,1.5,0.673913,0
3.460042,0.045618,0.409373,0.244613,0.883268,0.124081,0.881539,0.001868,3,7.223045,0.327085,32.5,3.5,0.381017,0.291461,0.862884,0.01182,0.843972,0.014573,3,11.872033,4.01806,32.5,5.5,0.608696,3
3.500042,0.047,0.421773,0.254052,0.884998,0.121487,0.880242,0.004756,2,7.415242,0.019985,35,0,0.374374,0.295096,0.853428,0.01182,0.8487,0.004728,2,14.651851,1.08391,35,0,0.517391,3
3.540043,0.048383,0.402585,0.239882,0.883268,0.12754,0.880386,0.002157,3,7.403887,0.093563,30.5,1.5,0.391182,0.28101,0.881797,0.01182,0.847124,0.026349,3,11.79265,3.128624,28.5,2.5,0.73913,0
3.580043,0.049765,0.398591,0.238808,0.882404,0.118029,0.878657,0.002853,3,7.439234,0.029004,29,2,0.359764,0.2752,0.829787,0.014184,0.821119,0.010631,3,14.436446,0.922838,30,1,0.752174,0
3.620044,0.051147,0.40914,0.236375,0.884133,0.118893,0.881251,0.002939,3,7.453545,0.078002,30.5,2.5,0.346028,0.280378,0.832151,0.009456,0.815603,0.012657,3,15.02005,0.548879,32,1,0.713043,0
3.660044,0.05253,0.409131,0.242788,0.883268,0.12754,0.879233,0.002853,3,7.35583,0.118369,29.5,1.5,0.366643,0.285146,0.855792,0.007092,0.830575,0.018748,3,14.861833,0.951592,31.5,2.5,0.726087,0
3.700045,0.053912,0.431319,0.249723,0.884998,0.123217,0.877504,0.005484,3,7.278022,0.31808,31,1,0.393735,0.285109,0.841608,0.007092,0.826635,0.010631,3,12.520889,3.942984,32,2,0.686957,0
3.740045,0.055294,0.417,0.233697,0.887592,0.135322,0.882692,0.003623,3,7.440673,0.051272,29.5,0.5,0.35052,0.276465,0.817967,0.009456,0.812451,0.004018,3,13.999087,0.648235,27.5,2.5,0.791304,0
3.780046,0.056677,0.428733,0.247954,0.884133,0.123217,0.878369,0.004959,3,7.340273,0.123476,31,0,0.376028,0.291629,0.822695,0.007092,0.812451,0.006205,3,14.449027,0.327644,32,2,0.647826,3
3.820046,0.058059,0.416775,0.239588,0.886727,0.135322,0.882404,0.004409,3,7.35292,0.04985,29,0,0.383499,0.273621,0.829787,0.009456,0.821119,0.009122,3,13.949199,0.724413,29.5,0.5,0.778261,0
3.860047,0.059442,0.413567,0.233342,0.885862,0.12754,0.881251,0.004806,3,7.337162,0.147355,30.5,2.5,0.33383,0.279736,0.820331,0.016548,0.814815,0.007801,3,14.006425,0.365401,29,1,0.791304,0
