# date time,time scale,cur mean,cur std,cur max,cur min,cur peak mean,cur peak std,cur peak count,cur peak width mean,cur peak width std,cur gap mean,cur gap std, vol mean,vol std,vol max,vol min,vol peak mean,vol peak std,vol peak count,vol peak width mean,vol peak width std,vol gap mean,vol gap std,score,label
3.276453,0.000000,0.515350,0.259894,0.856790,0.066667,0.855967,0.000000,1.000000,41.935714,0.000000,0.000000,0.000000,0.269187,0.247346,0.977427,0.036117,0.740406,0.000000,1.000000,29.183454,0.000000,0.000000,0.000000,0.191304,4.000000
3.316453,0.002041,0.490337,0.265467,1.000000,0.251029,0.995336,0.003701,3.000000,6.829766,0.165121,28.000000,0.000000,0.505576,0.279398,0.948081,0.042889,0.910835,0.022203,4.000000,15.054359,4.748762,28.000000,2.000000,0.452174,4.000000
3.356454,0.004083,0.552601,0.237457,0.993416,0.275720,0.991770,0.001344,3.000000,7.019634,0.026546,28.500000,0.500000,0.478172,0.267880,1.000000,0.051919,0.954101,0.033499,3.000000,13.782666,4.050839,29.000000,0.000000,0.439130,4.000000
3.396454,0.006124,0.607951,0.240799,0.995062,0.279012,0.992387,0.002426,4.000000,6.619625,0.636298,29.000000,1.632993,0.432054,0.316230,0.954853,0.036117,0.936795,0.010588,4.000000,9.027496,3.138794,30.000000,1.414214,0.413043,4.000000
3.436455,0.008166,0.596601,0.227339,0.997531,0.274074,0.991495,0.005432,3.000000,6.962204,0.076936,27.500000,1.500000,0.371354,0.287164,0.950339,0.058691,0.936795,0.017582,3.000000,9.850800,1.454602,28.000000,0.000000,0.543478,4.000000
3.476456,0.010207,0.601514,0.248107,0.992593,0.277366,0.990535,0.001697,4.000000,6.713723,0.465248,28.000000,1.414214,0.451332,0.276774,0.898420,0.065463,0.886569,0.012505,4.000000,9.616269,2.796417,28.333333,2.054805,0.426087,4.000000
3.516456,0.012249,0.612321,0.233025,0.992593,0.276543,0.987106,0.003938,3.000000,6.809408,0.306747,27.500000,1.500000,0.405192,0.280900,0.887133,0.038375,0.884123,0.002128,3.000000,13.438095,0.223120,28.000000,0.000000,0.530435,4.000000
3.556457,0.014290,0.577202,0.250626,0.995885,0.278189,0.992593,0.002688,3.000000,7.021688,0.039411,29.500000,0.500000,0.444740,0.262804,0.900677,0.063205,0.890895,0.006978,3.000000,11.959298,2.643548,29.000000,1.000000,0.556522,4.000000
3.596457,0.016332,0.601383,0.235014,0.998354,0.275720,0.992867,0.004106,3.000000,6.855121,0.324873,30.000000,2.000000,0.400023,0.268532,0.875846,0.063205,0.866065,0.012272,3.000000,14.118989,0.435998,29.500000,0.500000,0.556522,4.000000
3.636458,0.018373,0.615325,0.242628,0.999177,0.275720,0.991564,0.003698,4.000000,7.013915,0.034994,26.000000,2.000000,0.426140,0.279952,0.880361,0.042889,0.873589,0.008034,3.000000,12.092762,0.645107,29.000000,4.000000,0.530435,4.000000
