# date time,time scale,cur mean,cur std,cur max,cur min,cur peak mean,cur peak std,cur peak count,cur peak width mean,cur peak width std,cur gap mean,cur gap std, vol mean,vol std,vol max,vol min,vol peak mean,vol peak std,vol peak count,vol peak width mean,vol peak width std,vol gap mean,vol gap std,score,label
3.444839,0,0.385943,0.251774,0.991189,0.017181,0.935389,0.074595,3,7.261595,0.95461,29,5,0.349845,0.30548,0.980861,0.014354,0.856459,0.129996,3,15.237385,2.716329,28.5,3.5,0.386957,4
3.48484,0.001383,0.510916,0.272096,0.990308,0.220264,0.986344,0.003659,4,6.878212,0.254124,28,3.741657,0.536579,0.282407,1,0.057416,0.955143,0.029073,4,11.139184,6.240629,28.666667,3.299832,0.4,4
3.52484,0.002765,0.556255,0.25264,0.991189,0.221145,0.989134,0.002907,3,6.961186,0.017146,28,1,0.394187,0.295898,0.95933,0.026316,0.951356,0.008132,3,10.680135,1.312901,30,1,0.543478,4
3.564841,0.004148,0.566678,0.246857,0.995595,0.225551,0.99207,0.003807,3,6.807128,0.29823,29.5,0.5,0.396651,0.318471,0.944976,0.026316,0.933014,0.012199,3,12.2876,0.200335,29,1,0.582609,4
3.604841,0.005531,0.565524,0.255347,0.994714,0.222026,0.986784,0.00571,3,7.008175,0.075514,28.5,1.5,0.426962,0.295108,0.937799,0.057416,0.92823,0.010336,3,10.917349,1.775768,29,1,0.504348,4
3.644842,0.006913,0.587665,0.25792,0.997357,0.218502,0.990308,0.004179,4,6.602364,0.445884,27.333333,1.699673,0.450096,0.318414,0.973684,0.04067,0.955144,0.01152,4,11.182469,3.085764,26.666667,1.247219,0.452174,4
3.684842,0.008296,0.55511,0.254922,0.995595,0.223789,0.990015,0.004091,3,7.044434,0.023651,28.5,0.5,0.415072,0.283494,0.940191,0.038278,0.930622,0.010336,3,13.576191,0.056401,27.5,0.5,0.543478,4
3.724843,0.009679,0.574476,0.265217,0.992071,0.220264,0.987445,0.005114,4,6.896026,0.273768,28.333333,1.247219,0.467632,0.290654,0.952153,0.059809,0.923445,0.030214,4,11.06191,2.940198,28.666667,0.942809,0.452174,4
3.764843,0.011061,0.56422,0.250329,0.988546,0.222908,0.986784,0.001439,3,7.036817,0.016415,27.5,2.5,0.407608,0.28786,0.933014,0.045455,0.912281,0.007395,3,13.24844,0.940192,26.5,0.5,0.582609,4
3.804843,0.012444,0.590634,0.260881,0.992071,0.223789,0.985316,0.005399,3,7.044277,0.070935,25.5,2.5,0.450048,0.284485,0.91866,0.057416,0.904306,0.014086,3,13.258818,0.366408,25,1,0.556522,4
3.844844,0.013826,0.572925,0.264284,1,0.222908,0.988018,0.006441,5,6.877431,0.245334,26.333333,3.299832,0.444402,0.290255,0.923445,0.035885,0.900718,0.017458,4,11.039724,2.802138,26.333333,6.128259,0.373913,4
3.884844,0.015209,0.594405,0.251179,0.986784,0.223789,0.982673,0.004091,3,6.892181,0.054375,28,2,0.4261,0.28759,0.897129,0.047847,0.881978,0.013858,3,12.053057,1.008613,28,6,0.556522,4
3.924845,0.016592,0.551436,0.249432,0.98326,0.217621,0.973862,0.006684,3,6.888625,0.061006,27,1,0.399833,0.280893,0.899521,0.021531,0.889155,0.010024,3,12.922914,0.530065,26.5,3.5,0.582609,4
3.964845,0.017974,0.572863,0.260603,0.96652,0.194714,0.958766,0.008818,5,6.3349,0.589424,21.5,9.096703,0.465096,0.283686,0.894737,0.038278,0.867823,0.01879,4,10.986657,3.031577,27.666667,3.681787,0.295652,4
4.004846,0.019357,0.53207,0.250301,0.943612,0.171806,0.937739,0.006527,3,7.00158,0.032502,25,1,0.405215,0.288958,0.87799,0.023923,0.864434,0.009636,3,12.491461,0.128423,25.5,2.5,0.569565,4
4.044846,0.02074,0.482388,0.235449,0.931277,0.14978,0.924229,0.006146,3,7.082236,0.032812,26,1,0.37177,0.277935,0.873206,0.021531,0.854067,0.017903,3,12.60267,0.207141,26,3,0.686957,0
4.084846,0.022122,0.495163,0.248501,0.917181,0.144493,0.90837,0.005036,3,7.310005,0.038534,26.5,1.5,0.418852,0.290854,0.885168,0.016746,0.842105,0.01172,3,12.597591,0.16867,25.5,2.5,0.7,0
4.124847,0.023505,0.484123,0.243701,0.902203,0.134802,0.895374,0.005923,4,7.277838,0.146321,26.333333,0.471405,0.412727,0.295151,0.866029,0.014354,0.845096,0.013253,4,11.569255,3.164768,26.333333,2.357023,0.804348,0
4.164847,0.024888,0.444,0.234329,0.894273,0.125991,0.891924,0.001661,3,7.349189,0.063781,28,1,0.361986,0.287755,0.84689,0.011962,0.837321,0.010336,3,13.199588,0.554292,25.5,2.5,0.908696,0
