# date time,time scale,cur mean,cur std,cur max,cur min,cur peak mean,cur peak std,cur peak count,cur peak width mean,cur peak width std,cur gap mean,cur gap std, vol mean,vol std,vol max,vol min,vol peak mean,vol peak std,vol peak count,vol peak width mean,vol peak width std,vol gap mean,vol gap std,score,label
2.681645,0.000000,0.464605,0.255068,0.986156,0.090798,0.934582,0.068946,3.000000,7.069012,0.648631,28.500000,3.500000,0.380493,0.304270,0.908257,0.027523,0.818807,0.120014,3.000000,14.563756,1.865710,27.000000,1.000000,0.504348,4.000000
2.721645,0.001963,0.516783,0.240411,0.999186,0.276873,0.993757,0.004326,3.000000,7.034201,0.026724,30.000000,2.000000,0.468073,0.266510,0.974771,0.068807,0.934251,0.030447,3.000000,13.676581,1.991087,30.000000,2.000000,0.556522,4.000000
2.761646,0.003926,0.622704,0.229755,0.994300,0.281759,0.990228,0.004152,3.000000,6.766388,0.365359,29.000000,3.000000,0.428968,0.309909,0.958716,0.043578,0.928899,0.027587,3.000000,11.968487,2.572066,29.000000,0.000000,0.478261,4.000000
2.801647,0.005889,0.583632,0.231830,0.988599,0.276059,0.984799,0.003347,3.000000,6.993831,0.049770,30.500000,0.500000,0.413762,0.306889,0.977064,0.041284,0.966361,0.007568,3.000000,10.837674,2.025200,28.500000,0.500000,0.517391,4.000000
2.841647,0.007852,0.615570,0.233103,0.994300,0.280945,0.992400,0.002137,3.000000,6.817667,0.286791,29.500000,0.500000,0.429151,0.311877,1.000000,0.052752,0.972477,0.019462,3.000000,10.013351,1.467357,28.500000,0.500000,0.478261,4.000000
2.881648,0.009815,0.596564,0.235898,0.992671,0.282573,0.988056,0.003280,3.000000,7.031996,0.062439,28.000000,2.000000,0.431468,0.283942,0.963303,0.064220,0.950306,0.015252,3.000000,9.792414,1.544934,27.000000,1.000000,0.504348,4.000000
2.921649,0.011779,0.604853,0.245477,1.000000,0.281759,0.991653,0.004899,4.000000,6.873840,0.288192,27.000000,1.414214,0.466170,0.291054,0.938074,0.071101,0.919725,0.020321,4.000000,10.810015,2.682832,27.666667,2.494438,0.413043,4.000000
2.961649,0.013742,0.610212,0.240230,0.993486,0.279316,0.990500,0.003662,3.000000,7.046862,0.055391,28.500000,1.500000,0.450642,0.278780,0.949542,0.064220,0.929664,0.014180,3.000000,11.093710,1.323121,28.000000,1.000000,0.530435,4.000000
3.001650,0.015705,0.590098,0.231629,0.997557,0.278502,0.989685,0.005576,3.000000,6.988753,0.063992,27.000000,2.000000,0.407385,0.278371,0.917431,0.052752,0.908257,0.006752,3.000000,12.234808,0.639201,28.500000,0.500000,0.621739,4.000000
3.041651,0.017668,0.614438,0.246222,0.995928,0.280130,0.993282,0.001763,4.000000,6.742509,0.476758,26.666667,1.247219,0.456422,0.270856,0.903670,0.073395,0.891055,0.008349,4.000000,10.284360,2.431405,26.666667,2.624669,0.452174,4.000000
