# date time,time scale,cur mean,cur std,cur max,cur min,cur peak mean,cur peak std,cur peak count,cur peak width mean,cur peak width std,cur gap mean,cur gap std, vol mean,vol std,vol max,vol min,vol peak mean,vol peak std,vol peak count,vol peak width mean,vol peak width std,vol gap mean,vol gap std,score,label
3.248037,0.000000,0.487561,0.274298,0.840351,0.000000,0.840351,0.000000,1.000000,44.103068,0.000000,0.000000,0.000000,0.260919,0.235954,0.887828,0.029833,0.714797,0.025060,2.000000,17.309851,10.218945,0.000000,0.000000,0.243478,4.000000
3.288038,0.001384,0.461377,0.283325,0.989474,0.192105,0.988304,0.000827,3.000000,6.892705,0.235460,28.500000,0.500000,0.511790,0.302237,0.966587,0.035800,0.942721,0.016876,3.000000,13.782725,4.877434,27.000000,4.000000,0.530435,4.000000
3.328038,0.002768,0.522210,0.259626,0.993859,0.224561,0.987719,0.004357,3.000000,7.024548,0.026923,30.000000,1.000000,0.485131,0.271707,0.983294,0.069212,0.950676,0.023573,3.000000,12.799141,2.696843,30.500000,0.500000,0.504348,4.000000
3.368038,0.004152,0.576553,0.253146,1.000000,0.222807,0.996491,0.003282,3.000000,6.824151,0.290498,29.500000,6.500000,0.419093,0.327460,0.973747,0.035800,0.949881,0.006750,3.000000,11.873242,0.227648,31.000000,4.000000,0.504348,4.000000
3.408039,0.005535,0.560895,0.251771,0.995614,0.226316,0.990058,0.005081,3.000000,7.007349,0.082953,28.500000,0.500000,0.418998,0.300494,0.976134,0.040573,0.960223,0.019225,3.000000,10.917912,2.108728,29.500000,0.500000,0.556522,4.000000
3.448039,0.006919,0.586991,0.254253,0.986842,0.221053,0.983114,0.002934,4.000000,6.784819,0.270762,28.000000,0.816497,0.458854,0.307484,0.961814,0.042959,0.954654,0.009840,4.000000,10.807708,2.829391,27.666667,2.867442,0.491304,4.000000
3.488040,0.008303,0.551526,0.256496,0.995614,0.225439,0.989474,0.004473,3.000000,6.992818,0.013610,27.500000,0.500000,0.431146,0.293654,1.000000,0.054893,0.992045,0.005953,3.000000,8.941543,0.117393,29.500000,1.500000,0.517391,4.000000
3.528040,0.009687,0.567219,0.268210,0.992105,0.225439,0.987719,0.004252,4.000000,6.889940,0.297064,28.000000,0.816497,0.488401,0.298773,0.976134,0.069212,0.955251,0.018127,4.000000,10.868865,2.740188,28.333333,0.471405,0.465217,4.000000
3.568041,0.011071,0.555088,0.252013,0.988596,0.224561,0.985672,0.002982,3.000000,6.981702,0.021338,29.000000,2.000000,0.417327,0.288983,0.978520,0.062052,0.968974,0.013501,3.000000,10.465705,2.108213,29.000000,0.000000,0.543478,4.000000
3.608041,0.012455,0.579333,0.263880,0.993859,0.228947,0.990131,0.003185,4.000000,6.751128,0.459095,27.000000,2.828427,0.491933,0.287857,0.973747,0.066826,0.952267,0.017044,4.000000,9.167425,2.179856,27.333333,3.771236,0.465217,4.000000
3.648042,0.013839,0.597368,0.257188,0.992982,0.226316,0.987719,0.003223,4.000000,6.909884,0.266726,26.000000,1.632993,0.484821,0.295302,0.976134,0.073986,0.951671,0.016908,4.000000,10.363017,2.796746,26.666667,1.885618,0.478261,4.000000
3.688042,0.015223,0.593517,0.253375,0.983333,0.225439,0.976974,0.004698,4.000000,6.923248,0.050201,26.000000,2.160247,0.480239,0.285868,0.966587,0.062053,0.942721,0.018564,4.000000,8.644784,1.937079,24.333333,2.624669,0.543478,4.000000
3.728043,0.016606,0.573921,0.256053,0.978070,0.210526,0.969298,0.006564,3.000000,6.878914,0.019892,26.500000,0.500000,0.444558,0.296895,0.947494,0.050119,0.936356,0.008787,3.000000,12.569423,0.221935,25.500000,2.500000,0.517391,4.000000
3.768043,0.017990,0.544632,0.250344,0.968421,0.187719,0.962281,0.004473,3.000000,6.922038,0.075286,25.500000,2.500000,0.456420,0.282191,0.923628,0.038186,0.918854,0.003897,3.000000,11.672993,1.987220,26.000000,4.000000,0.569565,4.000000
3.808043,0.019374,0.518886,0.253088,0.954386,0.173684,0.944737,0.006244,3.000000,7.011042,0.044463,27.500000,2.500000,0.462912,0.270309,0.914081,0.059666,0.900557,0.007876,3.000000,11.611409,0.968512,26.500000,1.500000,0.608696,4.000000
3.848044,0.020758,0.522289,0.250831,0.936842,0.171053,0.928070,0.003790,3.000000,7.138404,0.013309,25.500000,0.500000,0.480119,0.284511,0.933174,0.035800,0.910103,0.017026,3.000000,11.062484,0.634529,27.500000,0.500000,0.582609,4.000000
3.888044,0.022142,0.489991,0.253219,0.921930,0.146491,0.910526,0.007061,5.000000,7.238521,0.209612,24.666667,1.247219,0.479857,0.283542,0.933174,0.023866,0.898568,0.025622,4.000000,12.103122,2.080965,26.000000,2.449490,0.530435,4.000000
3.928045,0.023526,0.500307,0.234090,0.912281,0.142105,0.898903,0.007977,4.000000,7.138508,0.322733,26.000000,1.414214,0.456396,0.286236,0.906921,0.023866,0.888425,0.013645,4.000000,11.606147,2.521977,24.666667,2.494438,0.673913,0.000000
3.968045,0.024910,0.471281,0.244633,0.902631,0.139474,0.894079,0.007530,4.000000,7.385174,0.135168,23.666667,4.496913,0.427303,0.299304,0.883055,0.019093,0.868138,0.011492,4.000000,10.877456,3.518669,23.666667,6.847546,0.569565,4.000000
4.008046,0.026294,0.443903,0.242610,0.884210,0.128947,0.880702,0.002582,3.000000,7.415374,0.051461,28.000000,3.000000,0.404893,0.292686,0.875895,0.023866,0.862371,0.010000,3.000000,13.409019,1.001767,26.000000,1.000000,0.843478,0.000000
4.048046,0.027677,0.412044,0.242845,0.877193,0.117544,0.873684,0.002865,3.000000,7.474960,0.015364,30.000000,3.000000,0.401408,0.278568,0.866349,0.021480,0.853620,0.013264,3.000000,12.665362,0.391610,29.500000,0.500000,0.908696,0.000000
4.088047,0.029061,0.434526,0.247132,0.881579,0.114912,0.878947,0.002149,3.000000,7.341408,0.099573,28.500000,0.500000,0.382196,0.292881,0.840096,0.014320,0.838504,0.001125,3.000000,14.190999,0.308848,28.500000,0.500000,0.817391,0.000000
4.128047,0.030445,0.409325,0.238292,0.873684,0.113158,0.870468,0.002895,3.000000,7.408183,0.094557,29.000000,2.000000,0.393126,0.280258,0.852029,0.011933,0.840891,0.008113,3.000000,12.852647,0.975124,29.000000,1.000000,0.960870,0.000000
4.168047,0.031829,0.413912,0.238369,0.872807,0.124561,0.871345,0.001491,3.000000,7.449685,0.049621,29.000000,0.000000,0.372864,0.297033,0.935561,0.016706,0.902944,0.039570,3.000000,12.201633,0.359606,29.000000,1.000000,0.752174,0.000000
4.208048,0.033213,0.423500,0.256617,0.881579,0.114035,0.876901,0.005423,3.000000,7.465344,0.055553,29.000000,2.000000,0.414606,0.284736,0.878282,0.014320,0.875100,0.002250,3.000000,11.243143,2.020176,29.000000,0.000000,0.817391,0.000000
4.248049,0.034597,0.409772,0.231273,0.869298,0.112281,0.868129,0.001094,3.000000,7.394480,0.029781,30.000000,1.000000,0.357112,0.286376,0.885442,0.014320,0.867144,0.013264,3.000000,13.138598,0.325000,28.500000,0.500000,0.817391,0.000000
4.288049,0.035981,0.432526,0.255048,0.877193,0.111404,0.871637,0.004660,3.000000,7.386386,0.119109,29.500000,0.500000,0.417208,0.290761,0.883055,0.014320,0.866348,0.021961,3.000000,11.469702,3.707942,29.500000,0.500000,0.752174,0.000000
4.328050,0.037365,0.404474,0.236517,0.878947,0.108772,0.874269,0.003945,3.000000,7.489443,0.047078,30.500000,0.500000,0.359881,0.282713,0.883055,0.011933,0.861575,0.023946,3.000000,13.779622,0.842372,29.000000,0.000000,0.752174,0.000000
4.368050,0.038748,0.411640,0.254210,0.878070,0.110526,0.875146,0.002515,3.000000,7.420924,0.077769,30.500000,1.500000,0.391289,0.293755,0.871122,0.011933,0.863166,0.009613,3.000000,14.519235,0.937397,30.500000,0.500000,0.739130,0.000000
4.408051,0.040132,0.406903,0.246464,0.883333,0.116667,0.878655,0.003605,3.000000,7.367021,0.082018,29.000000,0.000000,0.398735,0.279451,0.856802,0.011933,0.840096,0.011853,3.000000,12.511274,3.027792,29.500000,0.500000,0.856522,0.000000
4.448051,0.041516,0.404026,0.233846,0.882456,0.109649,0.878947,0.002481,3.000000,7.304990,0.142160,29.500000,0.500000,0.348138,0.279216,0.844869,0.016706,0.836913,0.005953,3.000000,14.356232,0.460960,29.000000,1.000000,0.856522,0.000000
4.488051,0.042900,0.434860,0.254837,0.879825,0.117544,0.874342,0.003529,4.000000,6.950718,0.855200,29.000000,0.816497,0.414200,0.297908,0.880668,0.019093,0.860979,0.014456,4.000000,11.521735,3.327403,29.333333,0.471405,0.752174,0.000000
4.528052,0.044284,0.411386,0.232936,0.884210,0.119298,0.880994,0.003385,3.000000,7.423333,0.040134,28.500000,0.500000,0.375036,0.280385,0.861575,0.019093,0.854415,0.007026,3.000000,13.366105,0.308828,28.500000,0.500000,0.856522,0.000000
4.568052,0.045668,0.421298,0.256405,0.885088,0.108772,0.878947,0.004473,3.000000,7.363826,0.171764,28.500000,0.500000,0.395656,0.302227,0.863962,0.011933,0.848051,0.009808,3.000000,14.610851,0.668311,28.000000,1.000000,0.843478,0.000000
4.608053,0.047052,0.415386,0.235269,0.882456,0.116667,0.879240,0.002302,3.000000,7.377855,0.030916,28.500000,0.500000,0.393198,0.273981,0.849642,0.016706,0.842482,0.005156,3.000000,12.914185,0.508492,29.500000,0.500000,0.908696,0.000000
4.648053,0.048436,0.433903,0.252309,0.881579,0.117544,0.873976,0.004317,3.000000,7.300713,0.142599,28.500000,0.500000,0.396826,0.301528,0.847255,0.014320,0.840096,0.008494,3.000000,14.123770,0.232908,28.000000,1.000000,0.817391,0.000000
4.688054,0.049819,0.415210,0.231613,0.878070,0.120175,0.874269,0.002712,3.000000,7.390716,0.045747,27.000000,2.000000,0.385967,0.271005,0.868735,0.028640,0.844869,0.018589,3.000000,13.009481,0.276172,28.500000,0.500000,0.882609,0.000000
